"t (s)","Tilt up/down (deg)","Tilt left/right (deg)"
2.865715431E1,1.729438675E1,2.225243084E0
2.915523072E1,1.648485343E1,2.265456891E0
3.015135473E1,1.530329785E1,2.354602850E0
3.064966567E1,1.562261558E1,4.257719068E0
3.114795035E1,1.463267288E1,4.631097303E0
3.164630999E1,1.456607720E1,4.981934189E0
3.214453421E1,1.455774165E1,4.146100442E0
3.264277108E1,1.485955688E1,4.192708182E0
3.314108640E1,1.578782466E1,4.337926043E0
3.363926947E1,1.685909228E1,4.560712502E0
3.413746759E1,1.729983238E1,4.533258714E0
3.463572218E1,1.785009791E1,4.293698496E0
3.513392697E1,1.869928162E1,4.013169681E0
3.563202212E1,1.942942952E1,3.763608157E0
3.612997431E1,1.997582034E1,3.719373483E0
3.662812957E1,2.091278173E1,3.728945346E0
3.712629238E1,2.171842278E1,3.579306179E0
3.762452306E1,2.230628623E1,3.582991175E0
3.812261921E1,2.281082775E1,3.572649471E0
3.862066306E1,2.330604602E1,3.555992755E0
3.911884978E1,2.371604597E1,3.039169623E0
3.961706535E1,2.420987714E1,2.874517624E0
4.011520879E1,2.474561130E1,2.776076000E0
4.061308280E1,2.502306832E1,2.633599082E0
4.111106910E1,2.550625621E1,2.609923789E0
4.160901218E1,2.613988874E1,2.636135422E0
4.210690822E1,2.683003972E1,2.574172643E0
4.260477311E1,2.764985517E1,2.693968089E0
4.310275530E1,2.823316648E1,2.950898480E0
4.360081551E1,2.865176721E1,2.412089820E0
4.409875181E1,2.901095538E1,2.602562238E0
4.459669468E1,2.943490660E1,2.519919838E0
4.509452025E1,2.998470163E1,2.309600727E0
4.559238801E1,3.039876746E1,2.236086505E0
4.609018681E1,3.098478386E1,2.100526133E0
4.658811499E1,3.036949219E1,1.626206321E0
4.708607791E1,1.594585912E1,2.128090274E0
4.758408212E1,1.352480563E1,9.415028012E-1
4.808206129E1,1.023951454E1,3.190966171E-1
4.858000108E1,9.725843017E0,1.070175204E0
4.907788874E1,9.545540118E0,2.398638798E0
4.957607192E1,9.455569447E0,3.005684696E0
5.007425874E1,9.193113082E0,3.016430411E0
5.057227473E1,9.146765622E0,2.873985733E0
5.107031577E1,9.085144795E0,2.830109671E0
5.156818030E1,9.323743157E0,3.180983983E0
5.206613832E1,9.342492493E0,3.221893394E0
5.256409910E1,9.093791053E0,3.119742757E0
5.306211134E1,9.075814436E0,3.122821454E0
5.356014530E1,9.036870433E0,3.102651289E0
5.405813983E1,8.931893619E0,3.728323013E0
5.455617212E1,8.806268867E0,4.272622587E0
5.505415640E1,8.768558400E0,4.027486683E0
5.555194249E1,8.759179545E0,3.636511176E0
5.604969015E1,8.838734836E0,3.760542784E0
5.654759358E1,9.736430459E0,4.066400498E0
5.704552973E1,1.151476334E1,4.346054794E0
5.754354676E1,1.275954673E1,4.315566992E0
5.804160280E1,1.385577785E1,3.980173611E0
5.853966697E1,1.596512627E1,3.878524323E0
5.903767296E1,1.750534959E1,3.970863135E0
5.953555900E1,1.886703525E1,3.820783254E0
6.053134676E1,2.098241114E1,3.484442374E0
6.102935801E1,2.197112407E1,3.481774151E0
6.102935801E1,2.197112407E1,3.481774151E0
6.152745348E1,2.301089250E1,3.210211790E0
6.202542176E1,2.376372863E1,3.100986802E0
6.302141140E1,2.500494682E1,3.067088382E0
6.351939030E1,2.564604480E1,2.968541272E0
6.401734061E1,2.639584705E1,2.836403561E0
6.451539989E1,2.691846979E1,2.717961693E0
6.501355473E1,2.756003599E1,2.680479930E0
6.551174921E1,2.796029884E1,2.735470198E0
6.600972025E1,2.864227332E1,2.792891268E0
6.650783921E1,2.931323563E1,2.887335045E0
6.700592791E1,2.976135171E1,2.841277639E0
6.750402030E1,3.026158191E1,2.870069684E0
6.800211233E1,3.214693855E1,2.715245103E0
6.850044046E1,2.049665444E1,6.435006149E-1
6.899846488E1,1.122285383E1,-6.911016149E-3
6.949646119E1,9.487208920E0,1.534403841E0
6.999450593E1,9.080273329E0,2.248253214E0
7.049253817E1,8.981343343E0,1.987700735E0
7.099042697E1,8.996297571E0,1.936850445E0
7.148834728E1,8.972982368E0,2.281342101E0
7.198649707E1,8.919237280E0,2.973865765E0
7.248463890E1,8.868718811E0,2.378307992E0
7.298256968E1,8.835653262E0,2.374133177E0
7.348060494E1,8.842941002E0,1.865911444E0
7.397849483E1,8.822128596E0,2.294620413E0
7.447661869E1,8.789112452E0,2.261139109E0
7.497460499E1,8.731075336E0,2.383640427E0
7.547240582E1,8.640988375E0,2.450623881E0
7.597048884E1,8.339692691E0,2.420044298E0
7.646847608E1,8.014419757E0,2.921530641E0
7.696645650E1,7.963102546E0,3.110915549E0
7.746453838E1,7.967915784E0,3.394018824E0
7.796249213E1,8.013893910E0,3.498189138E0
7.846051155E1,8.482080252E0,3.593549511E0
7.895857207E1,9.255377798E0,3.278482645E0
7.945669197E1,1.029018005E1,3.145984717E0
7.995479978E1,1.179063120E1,3.088403502E0
8.045288582E1,1.316900917E1,2.952658046E0
8.095113410E1,1.414482611E1,2.978935110E0
8.144932640E1,1.483658060E1,2.955102884E0
8.194760817E1,1.551332496E1,2.967579446E0
8.244570322E1,1.624708865E1,2.875891235E0
8.294363067E1,1.701686034E1,2.940240145E0
8.344170291E1,1.730004587E1,2.969238042E0
8.393968874E1,1.757727624E1,3.013914529E0
8.443762832E1,1.816367330E1,3.043748116E0
8.493566744E1,1.808424036E1,3.166509287E0
8.543363890E1,1.803315613E1,3.134988573E0
8.593155791E1,1.936578535E1,3.452383319E0
8.642947020E1,2.064152936E1,3.634911053E0
8.692737332E1,2.193394863E1,3.925728179E0
8.742547228E1,2.280471893E1,3.979702464E0
8.792343715E1,2.356964985E1,3.998917495E0
8.842145304E1,2.374587676E1,3.829148401E0
8.891950997E1,2.455643514E1,3.532156399E0
8.941752653E1,2.528217259E1,3.341724633E0
8.991537736E1,2.567209086E1,3.289112458E0
9.041330148E1,2.617648046E1,3.284327260E0
9.091118028E1,2.672658469E1,3.250821947E0
9.140908976E1,2.696709954E1,3.255580906E0
9.190692320E1,2.715620985E1,3.346483762E0
9.240485997E1,2.768951897E1,3.404800716E0
9.290266997E1,2.792752853E1,3.459040719E0
9.340054695E1,2.841659170E1,3.578505083E0
9.389838507E1,2.877560617E1,3.598573407E0
9.439633429E1,2.921138884E1,3.561517004E0
9.539213418E1,3.006748842E1,3.160920363E0
9.588997861E1,1.972050600E1,9.322996042E-1
9.638799247E1,5.602380406E0,-3.029693298E-1
9.688606528E1,1.050802766E0,4.601971738E-1
9.738414450E1,9.982865839E-1,3.030074329E0
9.788223195E1,1.012066414E0,3.078154554E0
9.838026559E1,9.920207106E-1,3.698995106E0
9.887818992E1,1.013736288E0,3.031843073E0
9.937604981E1,9.987649266E-1,3.230016799E0
9.987412148E1,9.946184546E-1,2.865142434E0
1.003721793E2,1.005146188E0,3.009546270E0
1.008702904E2,1.001776296E0,3.098681220E0
1.013682420E2,1.012369443E0,2.969552326E0
1.018665527E2,1.012126986E0,3.057809446E0
1.023647132E2,1.785957346E0,2.872476193E0
1.028628193E2,3.706275604E0,3.600273841E0
1.033611223E2,5.396914895E0,3.328082898E0
1.038593988E2,6.939569546E0,3.896915490E0
1.043575604E2,9.055780241E0,4.943847923E0
1.048557742E2,1.112863784E1,4.242307078E0
1.053540159E2,1.274866331E1,4.135175446E0
1.058523169E2,1.450388161E1,4.497427819E0
1.063504956E2,1.538891992E1,4.447697478E0
1.068485628E2,1.638857552E1,4.628289098E0
1.073466500E2,1.736624290E1,4.394055906E0
1.078446686E2,1.862622583E1,4.928344284E0
1.083428372E2,1.966784415E1,4.926054484E0
1.088409850E2,2.043496105E1,5.037027930E0
1.093391426E2,2.117080908E1,5.237325194E0
1.098372407E2,2.213753016E1,5.359936827E0
1.103352323E2,2.260360451E1,5.592095215E0
1.108332162E2,2.330122381E1,5.494519751E0
1.113313784E2,2.421639116E1,5.278061528E0
1.118295832E2,2.482278719E1,5.287597240E0
1.123276670E2,2.557868329E1,5.425707679E0
1.128258017E2,2.638356332E1,5.472666359E0
1.133238038E2,2.698448417E1,5.406918183E0
1.138218723E2,2.759510110E1,5.362494150E0
1.143199124E2,2.853210257E1,5.539196474E0
1.148179923E2,2.923800197E1,5.293021785E0
1.153161151E2,2.994144720E1,5.407478938E0
1.158141725E2,3.041216883E1,5.408077542E0
1.163124916E2,3.154492073E1,6.860032811E0
1.168104032E2,2.048508308E1,3.998443848E0
1.173084788E2,1.455078902E1,3.237537727E0
1.178066277E2,3.685272837E0,8.426741621E-1
1.183049451E2,1.286790727E0,1.690417699E0
1.188031860E2,9.555858660E-1,4.716127159E0
1.193012772E2,1.089089911E0,4.840126338E0
1.197992843E2,9.963479098E-1,5.412765105E0
1.202973481E2,9.420084369E-1,5.365197795E0
1.207955981E2,1.013219005E0,5.400939073E0
1.212938159E2,9.787620214E-1,5.325394275E0
1.217919142E2,9.649698691E-1,4.803714915E0
1.222900551E2,9.825489732E-1,4.553163896E0
1.227881310E2,9.817249189E-1,4.515245200E0
1.232862602E2,9.848618993E-1,4.374035176E0
1.237843344E2,9.919019226E-1,4.306561201E0
1.242823118E2,1.002556576E0,4.434414709E0
1.247803584E2,9.787620214E-1,4.507161760E0
1.252782555E2,9.715455077E-1,4.539668138E0
1.257763072E2,9.682290988E-1,4.519735821E0
1.262744373E2,9.887665006E-1,4.481929464E0
1.267725994E2,9.853339533E-1,4.471691440E0
1.272708393E2,1.508427746E0,4.384020657E0
1.277690035E2,4.109301860E0,3.999898758E0
1.282672336E2,6.907825287E0,3.942579932E0
1.287655765E2,9.304447447E0,4.432721900E0
1.292638350E2,9.877249146E0,4.409337994E0
1.297620386E2,9.926414159E0,4.532135612E0
1.307579138E2,1.376437499E1,4.711223615E0
1.312558729E2,1.645113944E1,4.691883915E0
1.317538683E2,1.845113828E1,4.509847707E0
1.322518539E2,2.052649354E1,4.381709835E0
1.327498555E2,2.231827567E1,4.718421217E0
1.332479718E2,2.333606711E1,4.894562499E0
1.337459060E2,2.418266078E1,4.943612067E0
1.342440023E2,2.496561398E1,4.977366985E0
1.347421017E2,2.606863216E1,5.115569326E0
1.352401624E2,2.633947262E1,5.406949441E0
1.357381259E2,2.669156313E1,5.363269765E0
1.362361935E2,2.716267164E1,4.214660189E0
1.367341365E2,2.752169502E1,4.117822716E0
1.372319981E2,2.803342102E1,3.890892519E0
1.377298191E2,2.877227784E1,4.078986153E0
1.382276295E2,2.917964708E1,4.022960619E0
1.387256166E2,2.938761507E1,4.006467458E0
1.392234610E2,2.994680598E1,3.987001384E0
1.397213262E2,3.051301276E1,3.969054878E0
1.402193450E2,3.029112984E1,2.098208087E0
1.407172001E2,2.180140899E1,4.267947185E0
1.412150994E2,1.685305888E1,2.684163790E0
1.417129016E2,1.658942533E1,2.853170898E0
1.422106625E2,1.698347487E1,3.017847384E0
1.427085461E2,1.723482230E1,3.061964154E0
1.432064606E2,1.725768592E1,3.224673574E0
1.437042237E2,1.625393274E1,3.581197172E0
1.442019972E2,1.565132148E1,3.771003301E0
1.446998493E2,1.547047531E1,3.688764425E0
1.451978465E2,1.678720988E1,3.699977657E0
1.456958548E2,1.749268099E1,3.573884026E0
1.461939743E2,1.773273469E1,3.806005678E0
1.466920097E2,1.961138878E1,4.044229658E0
1.471900187E2,1.984923890E1,4.354019670E0
1.476878782E2,1.876618461E1,4.237717908E0
1.481858148E2,2.098998607E1,5.136460363E0
1.486837773E2,2.047804253E1,5.090466610E0
1.491818442E2,1.828899441E1,4.402284976E0
1.496798548E2,1.225807255E1,2.338949974E0
1.501780550E2,7.104140737E0,1.813143455E0
1.506761355E2,1.935714659E0,5.045553055E-1
1.511741047E2,1.002316353E0,2.453052659E0
1.516721373E2,1.009543028E0,3.313713728E0
1.521702250E2,1.037952708E0,3.162373021E0
1.526683034E2,1.019292557E0,3.763270380E0
1.531663873E2,1.016592027E0,3.960864352E0
1.536644637E2,1.012854705E0,3.922087826E0
1.541626425E2,1.015861308E0,3.951193585E0
1.546608022E2,1.012854705E0,3.969932801E0
1.551588687E2,1.050173384E0,3.999015133E0
1.556569570E2,1.002016260E0,3.786740106E0
1.561549307E2,1.033512765E0,3.570134706E0
1.566530003E2,1.458359568E0,3.955409896E0
1.571510356E2,4.936055466E0,4.977011703E0
1.576493286E2,9.410154550E0,6.433804426E0
1.581473682E2,1.144076485E1,5.819433287E0
1.586454808E2,1.360559352E1,5.593243108E0
1.591435134E2,1.516955492E1,5.891378107E0
1.596415692E2,1.618306164E1,6.062193933E0
1.601396085E2,1.739603459E1,6.053010856E0
1.606374976E2,1.878224457E1,6.302113043E0
1.616333622E2,2.067044269E1,6.618265631E0
1.621312372E2,2.158617115E1,6.857852181E0
1.626291783E2,2.224729992E1,6.740453426E0
1.631272169E2,2.300292317E1,6.547132265E0
1.636253376E2,2.356622926E1,5.824536372E0
1.641233686E2,2.404566139E1,5.769794446E0
1.646211924E2,2.447954550E1,5.763314059E0
1.651189946E2,2.487305652E1,5.219174676E0
1.656169903E2,2.510199893E1,5.154011425E0
1.661150283E2,2.544898219E1,5.079690966E0
1.666130794E2,2.607555053E1,4.764584294E0
1.671111215E2,2.660010920E1,4.496342833E0
1.676091533E2,2.723697440E1,4.142524448E0
1.681072675E2,2.777472402E1,3.932369608E0
1.686054646E2,2.825900543E1,3.471848477E0
1.691037014E2,2.884841183E1,3.531768127E0
1.696020062E2,2.920771543E1,4.034331901E0
1.701002322E2,2.962827511E1,4.547599621E0
1.705984010E2,3.006424085E1,4.817047235E0
1.710966555E2,3.039320758E1,4.804803370E0
1.715948244E2,3.079947533E1,4.881531882E0
1.720930372E2,3.091528547E1,4.901568660E0
1.725910530E2,3.127152788E1,5.011171399E0
1.730892066E2,3.168200306E1,5.179276847E0
1.735873103E2,3.202379439E1,5.294727418E0
1.740855166E2,3.248738931E1,5.587026729E0
1.745837285E2,3.295736050E1,4.885167814E0
1.750821223E2,3.386607539E1,5.073628183E0
1.755802109E2,2.645715084E1,4.625332881E0
1.760782836E2,1.477523595E1,3.309145601E0
1.765763387E2,7.871041322E0,5.613017758E0
1.770743442E2,1.498121696E0,5.904746757E0
1.775723190E2,1.044499598E0,5.470978290E0
1.780702474E2,9.933298290E-1,5.935810653E0
1.785681970E2,1.000442742E0,5.950831336E0
1.790662861E2,1.030635675E0,5.194428969E0
1.795643259E2,1.030635675E0,5.449898227E0
1.800623963E2,1.037442928E0,5.483617821E0
1.805605118E2,1.023582099E0,4.989010627E0
1.810584163E2,1.023336737E0,5.168416466E0
1.815562386E2,1.040503029E0,5.185448858E0
1.820539546E2,1.009603503E0,4.875323670E0
1.825516827E2,1.009663985E0,4.650494860E0
1.830496197E2,1.043748612E0,4.553858528E0
1.835477068E2,1.007354333E0,4.392198506E0
1.840455810E2,5.020987877E0,4.256106601E0
1.845434088E2,9.180610250E0,4.457488897E0
1.850415925E2,1.182608342E1,4.164132117E0
1.855397999E2,1.425991118E1,5.107034984E0
1.860380238E2,1.740114571E1,4.861789312E0
1.865360803E2,2.000123502E1,6.074218672E0
1.870342561E2,2.125988748E1,6.729630070E0
1.875323478E2,2.189477045E1,6.830854631E0
1.880304928E2,2.241058585E1,6.533026689E0
1.885285628E2,2.340141284E1,6.484827820E0
1.890265383E2,2.395243866E1,6.005894983E0
1.895244683E2,2.447530287E1,5.535688183E0
1.900225066E2,2.489902168E1,5.153060038E0
1.910184248E2,2.590922640E1,4.815096373E0
1.915164746E2,2.640498557E1,4.768995845E0
1.920145016E2,2.709392809E1,4.705660208E0
1.925129252E2,2.760429536E1,4.714636118E0
1.930111448E2,2.804041540E1,4.665214693E0
1.935093422E2,2.861453972E1,4.526877299E0
