"t (s)","Tilt up/down (deg)","Tilt left/right (deg)"
2.467320616E1,2.081087334E1,2.029000594E0
2.517128381E1,2.286242654E1,2.026537903E0
2.566943381E1,2.455777249E1,2.107635670E0
2.616744460E1,2.495777891E1,2.131249815E0
2.666559288E1,2.524775383E1,1.913921071E0
2.716394392E1,2.563228196E1,2.013858874E0
2.766227241E1,2.606070390E1,2.164580933E0
2.816053913E1,2.648272815E1,2.409389069E0
2.865885876E1,2.673569031E1,2.226623613E0
2.915697142E1,2.689266785E1,2.092693353E0
2.965536699E1,2.705401829E1,2.640901467E0
3.015374907E1,2.737127309E1,2.561655302E0
3.065215444E1,2.751590634E1,2.560737244E0
3.115038460E1,2.779329407E1,2.340444626E0
3.164871032E1,2.794986361E1,2.346969060E0
3.214691704E1,2.817869817E1,2.016596844E0
3.264518782E1,2.542936738E1,4.032971749E-1
3.314352855E1,2.022351008E1,-1.153474859E0
3.364177314E1,1.823645473E1,-8.583667990E-1
3.414008381E1,1.847820026E1,-8.723656399E-1
